Date,Total Order
2024-07-02,142.32952918387195
2024-07-03,140.042218370065
2024-07-04,139.47000505730583
2024-07-05,139.03055127840418
2024-07-06,138.84115025607338
2024-07-07,138.7354086899161
2024-07-08,138.68336871728485
