Date,Total Order
2024-07-02,136.9108404969939
2024-07-03,145.94120660204405
2024-07-04,145.2855832982142
2024-07-05,136.67541023923494
2024-07-06,145.69010390274295
2024-07-07,145.03546519863428
2024-07-08,136.43997998147597
