Date,Total Order
2024-06-19,127.39168756264719
2024-06-20,133.61306248221481
2024-06-21,137.658483989371
2024-06-22,139.24243839458939
2024-06-23,140.16229803357396
2024-06-24,140.54282877418422
2024-06-25,141.1376899591336
