Date,Total Order
2024-06-21,134.61594267958594
2024-06-22,145.05158626490788
2024-06-23,137.58099586518347
2024-06-24,121.27953540573517
2024-06-25,127.4008577021036
2024-06-26,153.2411492845673
2024-06-27,118.39331267333577
