Date,Total Order
2024-06-21,113.54707016739162
2024-06-22,131.8629597772114
2024-06-23,115.80638917453513
2024-06-24,110.75761128003414
2024-06-25,139.23474932955963
2024-06-26,274.5790710922279
2024-06-27,207.11142924265334
