Date,Total Order
2024-06-21,129.58136794463852
2024-06-22,126.70683422547586
2024-06-23,138.1591346729465
2024-06-24,131.69679587997507
2024-06-25,124.3968163175665
2024-06-26,134.71509090591422
2024-06-27,124.50524626294569
