Date,Total Order
2024-06-25,140.37247104362243
2024-06-26,130.75985912733998
2024-06-27,135.2060021730093
2024-06-28,139.49665663815233
2024-06-29,129.88404472186988
2024-06-30,134.3301877675392
2024-07-01,138.62084223268224
