Date,Total Order
2024-06-25,140.3719674827137
2024-06-26,130.75935556643125
2024-06-27,135.20549861210057
2024-06-28,139.4961530772436
2024-06-29,129.88354116096116
2024-06-30,134.32968420663047
2024-07-01,138.6203386717735
