Date,Total Order
2024-06-25,134.94563909593373
2024-06-26,134.40843182109882
2024-06-27,133.28922987468655
2024-06-28,133.74396068887597
2024-06-29,140.38274584489253
2024-06-30,132.59272099398524
2024-07-01,136.53254975409257
