Date,Total Order
2024-06-25,138.19807707898744
2024-06-26,138.21309895542734
2024-06-27,138.2275238936219
2024-06-28,138.24137561466026
2024-06-29,138.25467689700443
2024-06-30,138.26744961394772
2024-07-01,138.27971476958396
