Date,Total Order
2024-06-20,99.1880497514433
2024-06-21,87.80294609727902
2024-06-22,76.60735508168321
2024-06-23,74.23894575117878
2024-06-24,89.69279414139046
2024-06-25,103.76443533995891
2024-06-26,81.0520762127737
