Date,Total Order
2024-06-20,122.45272631064189
2024-06-21,126.0592240709371
2024-06-22,130.5166552595435
2024-06-23,126.14696014879985
2024-06-24,135.0722189359221
2024-06-25,134.14604882334308
2024-06-26,123.72959818131484
