Date,Total Order
2024-06-20,128.4233882140895
2024-06-21,125.67669236642341
2024-06-22,136.98505671158455
2024-06-23,127.87160453295948
2024-06-24,120.06423544092463
2024-06-25,124.68938379749349
2024-06-26,128.81295367980007
